movie_title,imdb_score,title_year,actor_1_name,content_rating,duration,director_name,gross,genres,budget,aspect_ratio
Twisted             ,7.5,,Grey Damon,,60,,,Drama|Mystery|Thriller,,16
Dream House ,6,2011,Naomi Watts,PG-13,84,Jim Sheridan,21283440,Drama|Mystery|Thriller,55000000,2.35
Insomnia ,7.2,2002,Al Pacino,R,118,Christopher Nolan,67263182,Drama|Mystery|Thriller,46000000,2.35
The Firm ,6.8,1993,Tom Cruise,R,154,Sydney Pollack,158348400,Drama|Mystery|Thriller,42000000,1.85
The Sixth Sense ,8.1,1999,Bruce Willis,PG-13,107,M. Night Shyamalan,293501675,Drama|Mystery|Thriller,40000000,1.85
Disturbia ,6.9,2007,Sarah Roemer,PG-13,105,D.J. Caruso,80050171,Drama|Mystery|Thriller,20000000,1.85
The Good German ,6.1,2006,Tony Curran,R,105,Steven Soderbergh,1304837,Drama|Mystery|Thriller,32000000,1.66
Brokedown Palace ,6.4,1999,John Doe,PG-13,100,Jonathan Kaplan,10114315,Drama|Mystery|Thriller,25000000,2.35
Before I Go to Sleep ,6.3,2014,Colin Firth,R,92,Rowan Joffe,2963012,Drama|Mystery|Thriller,22000000,2.35
Tinker Tailor Soldier Spy ,7.1,2011,Benedict Cumberbatch,R,127,Tomas Alfredson,24104113,Drama|Mystery|Thriller,20000000,2.35
Disturbia ,6.9,2007,Sarah Roemer,PG-13,105,D.J. Caruso,80050171,Drama|Mystery|Thriller,20000000,1.85
Premonition ,5.9,2007,Nia Long,PG-13,96,Mennan Yapo,47852604,Drama|Mystery|Thriller,20000000,2.35
Slow Burn ,5.9,2005,Mekhi Phifer,R,93,Wayne Beach,1181197,Drama|Mystery|Thriller,15500000,1.85
Eye of the Beholder ,4.9,1999,Jason Priestley,R,109,Stephan Elliott,16459004,Drama|Mystery|Thriller,15000000,2.35
The In Crowd ,4.6,2000,Matthew Settle,PG-13,105,Mary Lambert,5217498,Drama|Mystery|Thriller,15000000,1.85
Mulholland Drive ,8,2001,Naomi Watts,R,147,David Lynch,7219578,Drama|Mystery|Thriller,15000000,1.85
The Return ,8,2003,Konstantin Lavronenko,Unrated,99,Andrey Zvyagintsev,502028,Drama|Mystery|Thriller,,1.85
Gossip ,5.9,2000,Norman Reedus,R,90,Davis Guggenheim,5108820,Drama|Mystery|Thriller,24000000,2.35
The Life Before Her Eyes ,6.4,2007,Eva Amurri Martino,R,90,Vadim Perelman,303439,Drama|Mystery|Thriller,8000000,2.35
Spider ,6.8,2002,Miranda Richardson,R,98,David Cronenberg,1641788,Drama|Mystery|Thriller,8000000,1.78
Strangerland ,5.2,2015,Nicholas Hamilton,R,112,Kim Farrant,,Drama|Mystery|Thriller,10000000,2.39
Don McKay ,5.9,2009,Pruitt Taylor Vince,R,87,Jake Goldberger,,Drama|Mystery|Thriller,,1.85
The Orphanage ,7.5,2007,Geraldine Chaplin,R,105,J.A. Bayona,7159147,Drama|Mystery|Thriller,3400000,2.35
The Secret in Their Eyes ,8.2,2009,Ricardo Darín,R,129,Juan José Campanella,20167424,Drama|Mystery|Thriller,2000000,2.35
Oldboy ,8.4,2003,Min-sik Choi,R,120,Chan-wook Park,2181290,Drama|Mystery|Thriller,3000000,2.35
Buried ,7,2010,Ryan Reynolds,R,95,Rodrigo Cortés,1028658,Drama|Mystery|Thriller,3000000,2.35
The Conversation ,7.9,1974,Harrison Ford,PG,113,Francis Ford Coppola,,Drama|Mystery|Thriller,1600000,1.37
Martha Marcy May Marlene ,6.9,2011,Christopher Abbott,R,102,Sean Durkin,2981638,Drama|Mystery|Thriller,,2.35
The Sisterhood of Night ,6.3,2014,Laura Fraser,PG-13,104,Caryn Waechter,,Drama|Mystery|Thriller,1000000,2.35
November ,5.5,2004,Amir Talai,R,78,Greg Harrison,191309,Drama|Mystery|Thriller,150000,1.85
Pi ,7.5,1998,Mark Margolis,R,84,Darren Aronofsky,3216970,Drama|Mystery|Thriller,60000,1.66
Incendies ,8.2,2010,Lubna Azabal,R,139,Denis Villeneuve,6857096,Drama|Mystery|War,6800000,1.85
Titanic ,7.7,1997,Leonardo DiCaprio,PG-13,194,James Cameron,658672302,Drama|Romance,200000000,2.35
The Great Gatsby ,7.3,2013,Leonardo DiCaprio,PG-13,143,Baz Luhrmann,144812796,Drama|Romance,105000000,2.35
Memoirs of a Geisha ,7.3,2005,Li Gong,PG-13,145,Rob Marshall,57010853,Drama|Romance,85000000,2.35
Déjà Vu ,7,1997,Vanessa Redgrave,PG-13,117,Henry Jaglom,821997,Drama|Romance,,1.85
The Majestic ,6.9,2001,Martin Landau,PG,152,Frank Darabont,27796042,Drama|Romance,72000000,1.85
Eat Pray Love ,5.7,2010,James Franco,PG-13,140,Ryan Murphy,80574010,Drama|Romance,60000000,1.85
Up Close & Personal ,6.1,1996,Joe Mantegna,PG-13,124,Jon Avnet,51045801,Drama|Romance,60000000,1.85
Seven Pounds ,7.7,2008,Will Smith,PG-13,123,Gabriele Muccino,69951824,Drama|Romance,55000000,2.35
The Scarlet Letter ,5.1,1995,Gary Oldman,R,135,Roland Joffé,10400000,Drama|Romance,50000000,2.35
Anna Karenina ,6.6,2012,Kelly Macdonald,R,129,Joe Wright,12802907,Drama|Romance,,2.35
Revolutionary Road ,7.3,2008,Leonardo DiCaprio,R,119,Sam Mendes,22877808,Drama|Romance,35000000,2.35
Curse of the Golden Flower ,7,2006,Li Gong,R,114,Yimou Zhang,6565495,Drama|Romance,45000000,2.35
Love in the Time of Cholera ,6.4,2007,Marcela Mar,R,139,Mike Newell,4584886,Drama|Romance,45000000,2.35
Fifty Shades of Grey ,4.1,2015,Jennifer Ehle,R,129,Sam Taylor-Johnson,166147885,Drama|Romance,40000000,2.35
Autumn in New York ,5.5,2000,J.K. Simmons,PG-13,103,Joan Chen,37752931,Drama|Romance,40000000,1.85
Sweet November ,6.7,2001,Keanu Reeves,PG-13,119,Pat O'Connor,25178165,Drama|Romance,40000000,1.85
At First Sight ,5.9,1999,Mira Sorvino,PG-13,128,Irwin Winkler,22326247,Drama|Romance,60000000,1.85
Water for Elephants ,6.9,2011,Robert Pattinson,PG-13,120,Francis Lawrence,58700247,Drama|Romance,38000000,2.35
Angel Eyes ,5.6,2001,Sonia Braga,R,102,Luis Mandoki,24044532,Drama|Romance,38000000,1.85
Hit the Floor             ,7,,Jodi Lyn O'Keefe,,60,,,Drama|Romance,,
Closer ,7.3,2004,Natalie Portman,R,98,Mike Nichols,33987757,Drama|Romance,27000000,1.85
The Age of Innocence ,7.2,1993,Richard E. Grant,PG,139,Martin Scorsese,32000000,Drama|Romance,30000000,2.35
The Longest Ride ,7.1,2015,Tiago Riani,PG-13,128,George Tillman Jr.,37432299,Drama|Romance,34000000,2.35
The Reader ,7.6,2008,Kate Winslet,R,124,Stephen Daldry,34180954,Drama|Romance,32000000,1.85
The Vow ,6.8,2012,Channing Tatum,PG-13,104,Michael Sucsy,125014030,Drama|Romance,30000000,2.35
The Notebook ,7.9,2004,Ryan Gosling,PG-13,123,Nick Cassavetes,64286,Drama|Romance,29000000,2.35
The Prince of Tides ,6.6,1991,George Carlin,R,132,Barbra Streisand,74787599,Drama|Romance,30000000,1.85
Up in the Air ,7.4,2009,J.K. Simmons,R,108,Jason Reitman,83813460,Drama|Romance,25000000,1.85
Hope Floats ,5.9,1998,Bill Cobbs,PG-13,114,Forest Whitaker,60033780,Drama|Romance,30000000,1.85
Message in a Bottle ,6.1,1999,Robin Wright,PG-13,131,Luis Mandoki,52799004,Drama|Romance,55000000,2.35
P.S. I Love You ,7.1,2007,Gerard Butler,PG-13,126,Richard LaGravenese,53680848,Drama|Romance,30000000,1.85
The Merchant of Venice ,7.1,2004,Al Pacino,R,131,Michael Radford,3752725,Drama|Romance,18000000,2.35
Pride & Prejudice ,7.8,2005,Talulah Riley,PG,135,Joe Wright,38372662,Drama|Romance,28000000,2.35
The Best of Me ,6.7,2014,Luke Bracey,PG-13,118,Michael Hoffman,26761283,Drama|Romance,26000000,2.35
Chocolat ,7.3,2000,Lena Olin,PG-13,121,Lasse Hallström,71309760,Drama|Romance,25000000,1.85
The Lucky One ,6.5,2012,Blythe Danner,PG-13,101,Scott Hicks,60443237,Drama|Romance,25000000,2.35
The Hours ,7.6,2002,Meryl Streep,PG-13,114,Stephen Daldry,41597830,Drama|Romance,25000000,1.85
Dangerous Liaisons ,7.7,1988,Keanu Reeves,R,119,Stephen Frears,34700000,Drama|Romance,14000000,1.85
The Bridge of San Luis Rey ,5.1,2004,Robert De Niro,PG,120,Mary McGuckian,42880,Drama|Romance,24000000,1.85
The End of the Affair ,7.2,1999,Stephen Rea,R,102,Neil Jordan,10660147,Drama|Romance,23000000,1.85
The Bridges of Madison County ,7.5,1995,Clint Eastwood,PG-13,135,Clint Eastwood,70960517,Drama|Romance,35000000,1.85
The Libertine ,6.4,2004,Johnny Depp,R,114,Laurence Dunmore,4829497,Drama|Romance,,2.35
Moonlight Mile ,6.7,2002,Jake Gyllenhaal,PG-13,112,Brad Silberling,6830957,Drama|Romance,21000000,2.35
Me Before You ,7.6,2016,Sam Claflin,PG-13,110,Thea Sharrock,56154094,Drama|Romance,20000000,2.35
Endless Love ,6.3,2014,Alex Pettyfer,PG-13,104,Shana Feste,23393765,Drama|Romance,20000000,2.35
By the Sea ,5.3,2015,Brad Pitt,R,122,Angelina Jolie Pitt,531009,Drama|Romance,10000000,2.35
The Painted Veil ,7.5,2006,Toby Jones,PG-13,125,John Curran,8047690,Drama|Romance,19400000,2.35
Love Happens ,5.6,2009,Judy Greer,PG-13,109,Brandon Camp,22927390,Drama|Romance,18000000,1.85
9½ Weeks ,5.9,1986,David Margulies,R,112,Adrian Lyne,6734844,Drama|Romance,17000000,1.85
Sense and Sensibility ,7.7,1995,Alan Rickman,PG,136,Ang Lee,42700000,Drama|Romance,16500000,1.85
Vicky Cristina Barcelona ,7.2,2008,Scarlett Johansson,PG-13,96,Woody Allen,23213577,Drama|Romance,15500000,1.85
Remember Me ,7.2,2010,Robert Pattinson,PG-13,113,Allen Coulter,19057024,Drama|Romance,16000000,1.85
The Immigrant ,6.6,2013,Jeremy Renner,R,120,James Gray,1984743,Drama|Romance,16000000,2.35
The Yellow Handkerchief ,6.8,2008,Kristen Stewart,PG-13,102,Udayan Prasad,317040,Drama|Romance,15500000,2.35
The Remains of the Day ,7.9,1993,Anthony Hopkins,PG,134,James Ivory,22954968,Drama|Romance,11500000,2.35
One Day ,7,2011,Anne Hathaway,PG-13,107,Lone Scherfig,13766014,Drama|Romance,15000000,2.35
Here on Earth ,5.1,2000,Bruce Greenwood,PG-13,96,Mark Piznarski,10494147,Drama|Romance,15000000,1.85
Romeo + Juliet ,6.8,1996,Leonardo DiCaprio,PG-13,120,Baz Luhrmann,46338728,Drama|Romance,14500000,2.35
Slumdog Millionaire ,8,2008,Anil Kapoor,R,120,Danny Boyle,141319195,Drama|Romance,15000000,2.35
Dangerous Liaisons ,7.7,1988,Keanu Reeves,R,119,Stephen Frears,34700000,Drama|Romance,14000000,1.85
Poetic Justice ,5.9,1993,Janet Jackson,R,109,John Singleton,27515786,Drama|Romance,14000000,1.85
Little Children ,7.6,2006,Kate Winslet,R,137,Todd Field,5459824,Drama|Romance,26000000,2.35
Wild Grass ,6.3,2009,Mathieu Amalric,PG,104,Alain Resnais,403649,Drama|Romance,,2.35
Brokeback Mountain ,7.7,2005,Jake Gyllenhaal,R,134,Ang Lee,83025853,Drama|Romance,14000000,1.85
Far from Heaven ,7.4,2002,Dennis Quaid,PG-13,107,Todd Haynes,15854988,Drama|Romance,13500000,1.85
Crazy/Beautiful ,6.5,2001,Kirsten Dunst,PG-13,135,John Stockwell,16929123,Drama|Romance,14000000,1.85
The Widow of Saint-Pierre ,7.3,2000,Emir Kusturica,R,112,Patrice Leconte,3058380,Drama|Romance,100000000,2.35
The Perks of Being a Wallflower ,8,2012,Logan Lerman,PG-13,102,Stephen Chbosky,17738570,Drama|Romance,13000000,1.85
Oscar and Lucinda ,6.7,1997,Tom Wilkinson,R,132,Gillian Armstrong,1508689,Drama|Romance,16000000,2.35
The Fault in Our Stars ,7.8,2014,Shailene Woodley,PG-13,133,Josh Boone,124868837,Drama|Romance,12000000,1.85
Rachel Getting Married ,6.7,2008,Anne Hathaway,R,113,Jonathan Demme,12796277,Drama|Romance,,1.85
Two Lovers ,7.1,2008,Isabella Rossellini,R,110,James Gray,3148482,Drama|Romance,12000000,2.35
A Walk to Remember ,7.4,2002,Lauren German,PG,101,Adam Shankman,41227069,Drama|Romance,11000000,2.35
Cruel Intentions ,6.9,1999,Sarah Michelle Gellar,R,97,Roger Kumble,38201895,Drama|Romance,10500000,1.85
Brooklyn ,7.5,2015,Julie Walters,PG-13,111,John Crowley,38317535,Drama|Romance,11000000,1.85
What's Eating Gilbert Grape ,7.8,1993,Johnny Depp,PG-13,118,Lasse Hallström,9170214,Drama|Romance,11000000,1.85
Love Jones ,7.4,1997,Leonard Roberts,R,104,Theodore Witcher,12514138,Drama|Romance,10000000,1.85
I Am Love ,7,2009,Flavio Parenti,R,120,Luca Guadagnino,5004648,Drama|Romance,10000000,1.85
The House of Mirth ,7.1,2000,Eric Stoltz,PG,135,Terence Davies,3041803,Drama|Romance,10000000,2.35
A Better Life ,7.2,2011,Demián Bichir,PG-13,98,Chris Weitz,1754319,Drama|Romance,10000000,1.85
Nicholas Nickleby ,7.2,2002,Charlie Hunnam,PG,132,Douglas McGrath,1309849,Drama|Romance,10000000,2.35
My Blueberry Nights ,6.7,2007,Natalie Portman,PG-13,95,Kar-Wai Wong,866778,Drama|Romance,10000000,2.35
The Chambermaid on the Titanic ,6.8,1997,Olivier Martinez,,101,Bigas Luna,244465,Drama|Romance,,2.35
Partition ,7,2007,Jimi Mistry,R,116,Vic Sarin,,Drama|Romance,10000000,2.35
The Lost City ,6.7,2005,Danny Pino,R,144,Andy Garcia,2483955,Drama|Romance,9600000,1.85
Amour ,7.9,2012,Isabelle Huppert,PG-13,127,Michael Haneke,225377,Drama|Romance,8900000,1.85
Jab Tak Hai Jaan ,6.9,2012,Shah Rukh Khan,Not Rated,176,Yash Chopra,3047539,Drama|Romance,7217600,2.35
The Bold and the Beautiful             ,3.5,,Ronn Moss,TV-14,30,,,Drama|Romance,,1.78
Veronika Decides to Die ,6.5,2009,Sarah Michelle Gellar,R,103,Emily Young,,Drama|Romance,9000000,2.35
The Good Girl ,6.5,2002,Jake Gyllenhaal,R,93,Miguel Arteta,14015786,Drama|Romance,5000000,1.85
The City of Your Final Destination ,6.4,2009,Alexandra Maria Lara,PG-13,117,James Ivory,,Drama|Romance,8300000,1.85
Howards End ,7.5,1992,Anthony Hopkins,PG,140,James Ivory,25967000,Drama|Romance,,2.35
Restless ,7.2,2012,Rufus Sewell,,180,Edward Hall,,Drama|Romance,,16
Wuthering Heights             ,7.7,,Tom Hardy,,142,,,Drama|Romance,,
Shopgirl ,6.4,2005,Frances Conroy,R,106,Anand Tucker,10281585,Drama|Romance,,2.35
The Work and the Glory ,6.9,2004,Eric Johnson,PG,118,Russell Holt,3347439,Drama|Romance,7500000,
The Great Gatsby ,7.3,2013,Leonardo DiCaprio,PG-13,143,Baz Luhrmann,144812796,Drama|Romance,105000000,2.35
A Single Man ,7.6,2009,Colin Firth,R,99,Tom Ford,9166863,Drama|Romance,7000000,2.35
Mother and Child ,7.2,2009,Naomi Watts,R,125,Rodrigo García,1110286,Drama|Romance,4825000,2.35
The Heart of Me ,6.7,2002,Olivia Williams,R,96,Thaddeus O'Sullivan,196067,Drama|Romance,7000000,1.85
Two Lovers and a Bear ,7.2,2016,Gordon Pinsent,,96,Kim Nguyen,,Drama|Romance,8700000,2.35
A Home at the End of the World ,6.8,2004,Robin Wright,R,97,Michael Mayer,1029017,Drama|Romance,6500000,2.35
Good Bye Lenin! ,7.7,2003,Florian Lukas,R,121,Wolfgang Becker,4063859,Drama|Romance,4800000,1.85
The Virgin Suicides ,7.2,1999,Kirsten Dunst,R,90,Sofia Coppola,4859475,Drama|Romance,6000000,1.85
The Greatest ,6.7,2009,Jennifer Ehle,R,96,Shana Feste,115862,Drama|Romance,6000000,2.35
Come Early Morning ,6.2,2006,Tim Blake Nelson,R,97,Joey Lauren Adams,117560,Drama|Romance,6000000,1.85
Sunshine State ,6.9,2002,Miguel Ferrer,PG-13,141,John Sayles,3064356,Drama|Romance,5600000,1.85
Miss Julie ,5.6,2014,Samantha Morton,PG-13,129,Liv Ullmann,,Drama|Romance,5500000,
Not Easily Broken ,6.1,2009,Eddie Cibrian,PG-13,99,Bill Duke,10572742,Drama|Romance,8000000,1.85
"Lovely, Still ",7.3,2008,Adam Scott,PG,90,Nicholas Fackler,124720,Drama|Romance,5000000,1.85
Dear Frankie ,7.8,2004,Gerard Butler,PG-13,105,Shona Auerbach,1340891,Drama|Romance,,1.85
Monster's Ball ,7.1,2001,Heath Ledger,R,112,Marc Forster,31252964,Drama|Romance,4000000,2.35
Leaving Las Vegas ,7.6,1995,Nicolas Cage,R,111,Mike Figgis,31968347,Drama|Romance,3600000,1.66
Trapeze ,6.8,1956,Gina Lollobrigida,Approved,105,Carol Reed,,Drama|Romance,4000000,2.35
The Art of Getting By ,6.6,2011,Michael Angarano,PG-13,83,Gavin Wiesen,1429260,Drama|Romance,,2.35
Adore ,6.2,2013,Robin Wright,R,112,Anne Fontaine,317125,Drama|Romance,16000000,2.35
Network ,8.1,1976,Robert Duvall,R,121,Sidney Lumet,,Drama|Romance,3800000,1.85
August ,6.1,2011,Murray Bartlett,Not Rated,99,Eldar Rapaport,,Drama|Romance,,2.35
Bella ,7.4,2006,Armando Riesco,PG-13,91,Alejandro Monteverde,8108247,Drama|Romance,3300000,1.85
Dreaming of Joseph Lees ,6.4,1999,Samantha Morton,R,92,Eric Styles,7680,Drama|Romance,2000000,
Adam ,7.2,2009,Peter Gallagher,PG-13,99,Max Mayer,2277396,Drama|Romance,,2.35
A Room with a View ,7.4,1985,Julian Sands,Unrated,117,James Ivory,20966644,Drama|Romance,3000000,1.66
Cat on a Hot Tin Roof ,8.1,1958,Burl Ives,Approved,108,Richard Brooks,,Drama|Romance,3000000,1.85
Before Midnight ,7.9,2013,Seamus Davey-Fitzpatrick,R,109,Richard Linklater,8114507,Drama|Romance,3000000,1.85
Water ,7.8,2005,John Abraham,PG-13,117,Deepa Mehta,3222857,Drama|Romance,,2.35
Days of Heaven ,8,1978,Sam Shepard,PG,94,Terrence Malick,,Drama|Romance,3000000,1.85
Maurice ,7.8,1987,Rupert Graves,R,140,James Ivory,3130592,Drama|Romance,2600000,1.66
Before Sunrise ,8.1,1995,Hanno Pöschl,R,105,Richard Linklater,5400000,Drama|Romance,2500000,1.85
My Life Without Me ,7.6,2003,Sarah Polley,R,106,Isabel Coixet,395592,Drama|Romance,2000000,1.85
Before Sunset ,8,2004,Vernon Dobtcheff,R,80,Richard Linklater,5792822,Drama|Romance,2700000,1.85
Gentleman's Agreement ,7.4,1947,Dean Stockwell,Approved,118,Elia Kazan,,Drama|Romance,2000000,1.37
The Diary of a Teenage Girl ,6.9,2015,Alexander Skarsgård,R,102,Marielle Heller,1477002,Drama|Romance,2000000,2.35
London ,6.6,2005,Jason Statham,R,92,Hunter Richards,12667,Drama|Romance,14000,2.35
El crimen del padre Amaro ,6.8,2002,Damián Alcázar,R,118,Carlos Carrera,5709616,Drama|Romance,1800000,1.85
My Summer of Love ,6.8,2004,Paddy Considine,R,86,Pawel Pawlikowski,992238,Drama|Romance,1700000,1.85
The Lunchbox ,7.8,2013,Nawazuddin Siddiqui,PG,104,Ritesh Batra,4231500,Drama|Romance,1000000,2.35
Yes ,6.9,2004,Shirley Henderson,R,100,Sally Potter,396035,Drama|Romance,1000000,1.85
Snow Angels ,6.9,2007,Michael Angarano,R,107,David Gordon Green,402820,Drama|Romance,,2.35
Blue Valentine ,7.4,2010,Ryan Gosling,R,112,Derek Cianfrance,9701559,Drama|Romance,3500000,1.66
Fiza ,6.2,2000,Karisma Kapoor,,167,Khalid Mohamed,610991,Drama|Romance,1000000,2.35
All the Real Girls ,6.9,2003,Zooey Deschanel,R,108,David Gordon Green,548712,Drama|Romance,2500000,2.35
Loving Annabelle ,6.7,2006,Ilene Graff,Not Rated,76,Katherine Brooks,,Drama|Romance,1000000,1.85
Hidden Away ,7.2,2014,Álex Angulo,Unrated,96,Mikel Rueda,,Drama|Romance,,2.35
Ruby in Paradise ,7.2,1993,Allison Dean,R,114,Victor Nunez,1001437,Drama|Romance,800000,1.85
Raising Victor Vargas ,7.2,2002,Victor Rasuk,R,88,Peter Sollett,2073984,Drama|Romance,800000,1.85
Love Letters ,6.1,1983,Jamie Lee Curtis,R,88,Amy Holden Jones,,Drama|Romance,550000,
Fireproof ,6.5,2008,Kirk Cameron,PG,122,Alex Kendrick,33451479,Drama|Romance,500000,1.85
Now Is Good ,7.2,2012,Jeremy Irvine,PG-13,103,Ol Parker,,Drama|Romance,,2.35
Nothing But a Man ,8.1,1964,Yaphet Kotto,Not Rated,95,Michael Roemer,12438,Drama|Romance,160000,
"First Love, Last Rites ",5.5,1997,Robert John Burke,R,94,Jesse Peretz,40542,Drama|Romance,300000,
Like Crazy ,6.7,2011,Jennifer Lawrence,PG-13,90,Drake Doremus,3388210,Drama|Romance,250000,1.78
Weekend ,7.7,2011,Tom Cullen,Not Rated,97,Andrew Haigh,469947,Drama|Romance,120000,1.85
Outlander             ,8.5,,Tobias Menzies,TV-MA,64,,,Drama|Romance|Sci-Fi,,16
The Giver ,6.5,2014,Jeff Bridges,PG-13,97,Phillip Noyce,45089048,Drama|Romance|Sci-Fi,25000000,2.35
Her ,8,2013,Scarlett Johansson,R,126,Spike Jonze,25556065,Drama|Romance|Sci-Fi,23000000,1.85
Never Let Me Go ,7.2,2010,Andrew Garfield,R,103,Mark Romanek,2412045,Drama|Romance|Sci-Fi,15000000,2.35
Womb ,6.4,2010,Eva Green,Unrated,111,Benedek Fliegauf,,Drama|Romance|Sci-Fi,3660000,2.35
2046 ,7.5,2004,Li Gong,R,129,Kar-Wai Wong,261481,Drama|Romance|Sci-Fi,12000000,2.35
I Origins ,7.3,2014,Steven Yeun,R,106,Mike Cahill,334658,Drama|Romance|Sci-Fi,,2.39
Charly ,7.1,1968,Cliff Robertson,PG,103,Ralph Nelson,,Drama|Romance|Sci-Fi,,2.35
The Man from Earth ,8,2007,William Katt,Not Rated,87,Richard Schenkman,,Drama|Romance|Sci-Fi,200000,1.78
Another Earth ,7,2011,Robin Lord Taylor,PG-13,92,Mike Cahill,1316074,Drama|Romance|Sci-Fi,100000,1.85
Code 46 ,6.3,2003,Samantha Morton,R,93,Michael Winterbottom,197148,Drama|Romance|Sci-Fi|Thriller,7500000,2.35
Sleep Dealer ,5.9,2008,Leonor Varela,PG-13,90,Alex Rivera,75727,Drama|Romance|Sci-Fi|Thriller,2500000,1.85
Lucky You ,5.9,2007,Robert Downey Jr.,PG-13,124,Curtis Hanson,5755286,Drama|Romance|Sport,55000000,2.35
For Love of the Game ,6.5,1999,J.K. Simmons,PG-13,137,Sam Raimi,35168395,Drama|Romance|Sport,50000000,2.35
Goal! The Dream Begins ,6.8,2005,Sean Pertwee,PG-13,118,Danny Cannon,4280577,Drama|Romance|Sport,10000000,2.35
Blue Crush ,5.6,2002,Faizon Love,PG-13,104,John Stockwell,40118420,Drama|Romance|Sport,30000000,1.85
Love & Basketball ,7.2,2000,Alfre Woodard,PG-13,124,Gina Prince-Bythewood,27441122,Drama|Romance|Sport,15000000,1.85
Peaceful Warrior ,7.3,2006,Scott Mechlowicz,PG-13,120,Victor Salva,1055654,Drama|Romance|Sport,10000000,2.35
Safe Haven ,6.7,2013,David Lyons,PG-13,115,Lasse Hallström,71346930,Drama|Romance|Thriller,28000000,2.35
Match Point ,7.7,2005,Scarlett Johansson,R,119,Woody Allen,23089926,Drama|Romance|Thriller,15000000,1.85
Fatal Attraction ,6.9,1987,Fred Gwynne,R,119,Adrian Lyne,156645693,Drama|Romance|Thriller,14000000,1.85
O ,6.2,2001,Mekhi Phifer,R,95,Tim Blake Nelson,16017403,Drama|Romance|Thriller,5000000,1.85
Down in the Valley ,6.5,2005,Hunter Parrish,R,108,David Jacobson,568695,Drama|Romance|Thriller,8000000,2.35
O ,6.2,2001,Mekhi Phifer,R,95,Tim Blake Nelson,16017403,Drama|Romance|Thriller,5000000,1.85
Earth ,7.8,1998,Nandita Das,Unrated,110,Deepa Mehta,528972,Drama|Romance|War,,
The English Patient ,7.4,1996,Colin Firth,R,162,Anthony Minghella,78651430,Drama|Romance|War,27000000,1.85
Dear John ,6.3,2010,Channing Tatum,PG-13,108,Lasse Hallström,80014842,Drama|Romance|War,25000000,2.35
Good ,6.2,2008,Viggo Mortensen,R,92,Vicente Amorim,23091,Drama|Romance|War,15000000,2.35
In the Land of Blood and Honey ,4.3,2011,Jelena Jovanova,R,127,Angelina Jolie Pitt,301305,Drama|Romance|War,13000000,2.35
Fateless ,7.1,2005,Marcell Nagy,R,134,Lajos Koltai,195888,Drama|Romance|War,2500000000,2.35
Doctor Zhivago ,8,1965,Julie Christie,PG-13,200,David Lean,111722000,Drama|Romance|War,11000000,2.35
The Land Girls ,6.3,1998,Anna Friel,R,111,David Leland,146083,Drama|Romance|War,,2.35
